destination,latitude,longitude,origin,prognumber,route,stopid,SEGMENT
Citywest - UCD,53.27479194,-6.35034,Kingswood Ave,25,175,4882,2540_4882
Citywest - UCD,53.27513889,-6.346833056,Kingswood Ave,26,175,4883,4882_4883
Citywest - UCD,53.27562833,-6.342600556,Kingswood Ave,27,175,4884,4883_4884
Citywest - UCD,53.27621889,-6.336594444,Kingswood Ave,28,175,4885,4884_4885
Citywest - UCD,53.27685944,-6.329686667000001,Kingswood Ave,29,175,4886,4885_4886
Citywest - UCD,53.27947278,-6.3180375,Kingswood Ave,30,175,4887,4886_4887
Citywest - UCD,53.27937389,-6.314217500000001,Kingswood Ave,31,175,10106,4887_10106
Citywest - UCD,53.27937778,-6.310033333,Kingswood Ave,32,175,10154,10106_10154
Citywest - UCD,53.28146417,-6.306951667000001,Kingswood Ave,33,175,7443,10154_7443
Citywest - UCD,53.28238639,-6.299131388999999,Kingswood Ave,34,175,7444,7443_7444
Citywest - UCD,53.28195278,-6.295819167,Kingswood Ave,35,175,2948,7444_2948
Citywest - UCD,53.28167333,-6.293250832999999,Kingswood Ave,36,175,2949,2948_2949
Citywest - UCD,53.28179333,-6.288461944,Kingswood Ave,37,175,2950,2949_2950
Citywest - UCD,53.28173694,-6.281415556000001,Kingswood Ave,38,175,7448,2950_7448
Citywest - UCD,53.28133944,-6.276917222000001,Kingswood Ave,39,175,2967,7448_2967
Citywest - UCD,53.28032944,-6.273568611,Kingswood Ave,40,175,2968,2967_2968
Citywest - UCD,53.27940278,-6.270411667,Kingswood Ave,41,175,2969,2968_2969
Citywest - UCD,53.27817056,-6.267267222,Kingswood Ave,42,175,2970,2969_2970
Citywest - UCD,53.27629278,-6.264224167,Kingswood Ave,43,175,2971,2970_2971
Citywest - UCD,53.27431778,-6.256387222000001,Kingswood Ave,44,175,10155,2971_10155
Citywest - UCD,53.27518611,-6.252453056,Kingswood Ave,45,175,2858,10155_2858
Citywest - UCD,53.27699056,-6.248630556,Kingswood Ave,46,175,2859,2858_2859
Citywest - UCD,53.27816722,-6.246138056,Kingswood Ave,47,175,2860,2859_2860
Citywest - UCD,53.27957833,-6.244910556000001,Kingswood Ave,48,175,2861,2860_2861
Citywest - UCD,53.28293167,-6.243123333,Kingswood Ave,49,175,10156,2861_10156
Citywest - UCD,53.28718361,-6.240113889,Kingswood Ave,50,175,2841,10156_2841
Citywest - UCD,53.28970417,-6.244030556,Kingswood Ave,51,175,2865,2841_2865
Citywest - UCD,53.29157167,-6.245723889,Kingswood Ave,52,175,2866,2865_2866
Citywest - UCD,53.29209028,-6.2424925,Kingswood Ave,53,175,10157,2866_10157
Citywest - UCD,53.29160639,-6.236511944,Kingswood Ave,54,175,10158,10157_10158
Citywest - UCD,53.29253167,-6.231013333,Kingswood Ave,55,175,10091,10158_10091
Citywest - UCD,53.29432861,-6.221893056,Kingswood Ave,56,175,10092,10091_10092
Citywest - UCD,53.29663083,-6.220177222,Kingswood Ave,57,175,10093,10092_10093
Citywest - UCD,53.29967111,-6.218520278,Kingswood Ave,58,175,2052,10093_2052
Citywest - UCD,53.30194306,-6.212964167000001,Kingswood Ave,59,175,2082,2052_2082
Citywest - UCD,53.30333028,-6.209575,Kingswood Ave,60,175,2083,2082_2083
Citywest - UCD,53.30552667,-6.211598888999999,Kingswood Ave,61,175,2084,2083_2084
Citywest - UCD,53.305255,-6.2168622220000005,Kingswood Ave,62,175,765,2084_765
UCD - Citywest,53.30887472,-6.216081111,UCD,1,175,2007,start
UCD - Citywest,53.30560028,-6.211115832999999,UCD,2,175,2008,2007_2008
UCD - Citywest,53.30304806,-6.2099469439999995,UCD,3,175,2071,2008_2071
UCD - Citywest,53.301894999999995,-6.212756111,UCD,4,175,2072,2071_2072
UCD - Citywest,53.29965778,-6.218220832999999,UCD,5,175,867,2072_867
UCD - Citywest,53.29579944,-6.219866667000001,UCD,6,175,10096,867_10096
UCD - Citywest,53.29320833,-6.22452,UCD,7,175,10097,10096_10097
UCD - Citywest,53.29226778,-6.231399444,UCD,8,175,10098,10097_10098
UCD - Citywest,53.29153194,-6.236935,UCD,9,175,10159,10098_10159
UCD - Citywest,53.29207028,-6.242958333,UCD,10,175,10160,10159_10160
UCD - Citywest,53.29240639,-6.245644722000001,UCD,11,175,2825,10160_2825
UCD - Citywest,53.28958167,-6.243660556,UCD,12,175,2826,2825_2826
UCD - Citywest,53.28803611,-6.2412488889999995,UCD,13,175,2827,2826_2827
UCD - Citywest,53.28621861,-6.2386688889999995,UCD,14,175,2828,2827_2828
UCD - Citywest,53.28285611,-6.242886389,UCD,15,175,10103,2828_10103
UCD - Citywest,53.27954667,-6.2445969439999995,UCD,16,175,2845,10103_2845
UCD - Citywest,53.27723222,-6.247945832999999,UCD,17,175,2846,2845_2846
UCD - Citywest,53.27625389,-6.249890278,UCD,18,175,2847,2846_2847
UCD - Citywest,53.27551417,-6.25154,UCD,19,175,4397,2847_4397
UCD - Citywest,53.27427083,-6.2574836110000005,UCD,20,175,10104,4397_10104
UCD - Citywest,53.27699444,-6.265500556,UCD,21,175,2978,10104_2978
UCD - Citywest,53.27846528,-6.268365277999999,UCD,22,175,2979,2978_2979
UCD - Citywest,53.28001639,-6.273071389,UCD,23,175,2980,2979_2980
UCD - Citywest,53.2812725,-6.27725,UCD,24,175,2981,2980_2981
UCD - Citywest,53.28158889,-6.281121389,UCD,25,175,7447,2981_7447
UCD - Citywest,53.28157333,-6.2875408329999996,UCD,26,175,2983,7447_2983
UCD - Citywest,53.28154361,-6.293615833,UCD,27,175,2984,2983_2984
UCD - Citywest,53.28181722,-6.295779722000001,UCD,28,175,7449,2984_7449
UCD - Citywest,53.28248972,-6.300701944,UCD,29,175,7442,7449_7442
UCD - Citywest,53.28117833,-6.3070677779999995,UCD,30,175,7446,7442_7446
UCD - Citywest,53.27927667,-6.309872222,UCD,31,175,10105,7446_10105
UCD - Citywest,53.27933833,-6.315508611,UCD,32,175,1149,10105_1149
UCD - Citywest,53.27911444,-6.318756389,UCD,33,175,4869,1149_4869
UCD - Citywest,53.2766675,-6.330099167,UCD,34,175,4870,4869_4870
UCD - Citywest,53.27611056,-6.336568611000001,UCD,35,175,4871,4870_4871
UCD - Citywest,53.27556194,-6.3423480560000005,UCD,36,175,4872,4871_4872
UCD - Citywest,53.27503278,-6.3469569439999995,UCD,37,175,4873,4872_4873
UCD - Citywest,53.27469722,-6.350628611,UCD,38,175,4874,4873_4874
UCD - Citywest,53.27560361,-6.3544325,UCD,39,175,2532,4874_2532
UCD - Citywest,53.27750833,-6.3576433329999995,UCD,40,175,2533,2532_2533
UCD - Citywest,53.27892861,-6.358308611,UCD,41,175,2534,2533_2534
UCD - Citywest,53.28101333,-6.358918611,UCD,42,175,2535,2534_2535
UCD - Citywest,53.28295472,-6.359579167000001,UCD,43,175,2536,2535_2536
UCD - Citywest,53.28464111,-6.360639443999999,UCD,44,175,2616,2536_2616
UCD - Citywest,53.28671028,-6.362075,UCD,45,175,2617,2616_2617
UCD - Citywest,53.28850639,-6.363281111,UCD,46,175,2557,2617_2557
UCD - Citywest,53.28916833,-6.366975833,UCD,47,175,4436,2557_4436
UCD - Citywest,53.28980583,-6.368256667000001,UCD,48,175,2363,4436_2363
UCD - Citywest,53.29045028,-6.369356944,UCD,49,175,5008,2363_5008
UCD - Citywest,53.28939556,-6.373747222,UCD,50,175,4640,5008_4640
UCD - Citywest,53.28622194,-6.3750075,UCD,51,175,4347,4640_4347
UCD - Citywest,53.28502889,-6.3784725,UCD,52,175,2349,4347_2349
UCD - Citywest,53.28320556,-6.384525556,UCD,53,175,2351,2349_2351
UCD - Citywest,53.28213278,-6.389605,UCD,54,175,2621,2351_2621
UCD - Citywest,53.28237333,-6.3941099999999995,UCD,55,175,10107,2621_10107
UCD - Citywest,53.28317361,-6.400154167,UCD,56,175,10108,10107_10108
UCD - Citywest,53.28367583,-6.4027449999999995,UCD,57,175,4644,10108_4644
UCD - Citywest,53.28486083,-6.406015278,UCD,58,175,4645,4644_4645
UCD - Citywest,53.28569889,-6.410198611,UCD,59,175,10109,4645_10109
UCD - Citywest,53.28442944,-6.420189444,UCD,60,175,10110,10109_10110
UCD - Citywest,53.28756972,-6.4224883329999995,UCD,61,175,4930,10110_4930
UCD - Citywest,53.28901889,-6.4253599999999995,UCD,62,175,4931,4930_4931
UCD - Citywest,53.29084194,-6.427287777999999,UCD,63,175,7459,4931_7459
UCD - Citywest,53.29338056,-6.422829167000001,UCD,64,175,5022,7459_5022
UCD - Citywest,53.29508472,-6.418506111,UCD,65,175,6002,5022_6002
Blanchardstown - Howth Junction,53.39433278,-6.3918525,Blanchardstown,1,17A,4747,start
Blanchardstown - Howth Junction,53.38756917,-6.370292778,Blanchardstown,2,17A,7298,4747_7298
Blanchardstown - Howth Junction,53.39008639,-6.370346944,Blanchardstown,3,17A,2294,7298_2294
Blanchardstown - Howth Junction,53.39156194,-6.375733611,Blanchardstown,4,17A,6039,2294_6039
Blanchardstown - Howth Junction,53.39309,-6.378381944,Blanchardstown,5,17A,1816,6039_1816
Blanchardstown - Howth Junction,53.39562694,-6.374586111,Blanchardstown,6,17A,6171,1816_6171
Blanchardstown - Howth Junction,53.39899889,-6.36942,Blanchardstown,7,17A,4974,6171_4974
Blanchardstown - Howth Junction,53.40198361,-6.362267222000001,Blanchardstown,8,17A,4976,4974_4976
Blanchardstown - Howth Junction,53.40218833,-6.355581944,Blanchardstown,9,17A,2510,4976_2510
Blanchardstown - Howth Junction,53.39840861,-6.350013333,Blanchardstown,10,17A,7242,2510_7242
Blanchardstown - Howth Junction,53.39718333,-6.344616944,Blanchardstown,11,17A,7238,7242_7238
Blanchardstown - Howth Junction,53.39781667,-6.3384419439999995,Blanchardstown,12,17A,7224,7238_7224
Blanchardstown - Howth Junction,53.39806806,-6.333905556,Blanchardstown,13,17A,1581,7224_1581
Blanchardstown - Howth Junction,53.39226722,-6.320825277999999,Blanchardstown,14,17A,4793,1581_4793
Blanchardstown - Howth Junction,53.3902825,-6.317099444,Blanchardstown,15,17A,6068,4793_6068
Blanchardstown - Howth Junction,53.38988556,-6.3150855560000005,Blanchardstown,16,17A,1584,6068_1584
Blanchardstown - Howth Junction,53.39014167,-6.310955556000001,Blanchardstown,17,17A,983,1584_983
Blanchardstown - Howth Junction,53.38991139,-6.306755,Blanchardstown,18,17A,984,983_984
Blanchardstown - Howth Junction,53.38992472,-6.303897778,Blanchardstown,19,17A,985,984_985
Blanchardstown - Howth Junction,53.39021999999999,-6.299375277999999,Blanchardstown,20,17A,987,985_987
Blanchardstown - Howth Junction,53.38989028,-6.295795,Blanchardstown,21,17A,988,987_988
Blanchardstown - Howth Junction,53.38999499999999,-6.291806667,Blanchardstown,22,17A,138,988_138
Blanchardstown - Howth Junction,53.39060139,-6.286459722000001,Blanchardstown,23,17A,139,138_139
Blanchardstown - Howth Junction,53.39063444,-6.282504167000001,Blanchardstown,24,17A,140,139_140
Blanchardstown - Howth Junction,53.39044499999999,-6.278091111,Blanchardstown,25,17A,141,140_141
Blanchardstown - Howth Junction,53.39019833,-6.274071667,Blanchardstown,26,17A,142,141_142
Blanchardstown - Howth Junction,53.38987667,-6.2692433329999995,Blanchardstown,27,17A,143,142_143
Blanchardstown - Howth Junction,53.38983722,-6.264674167000001,Blanchardstown,28,17A,92,143_92
Blanchardstown - Howth Junction,53.39230139,-6.2641530560000005,Blanchardstown,29,17A,93,92_93
Blanchardstown - Howth Junction,53.39603472,-6.2643769439999994,Blanchardstown,30,17A,94,93_94
Blanchardstown - Howth Junction,53.39909556,-6.264086944,Blanchardstown,31,17A,126,94_126
Blanchardstown - Howth Junction,53.40104222,-6.262593889,Blanchardstown,32,17A,989,126_989
Blanchardstown - Howth Junction,53.40011,-6.257218056,Blanchardstown,33,17A,6009,989_6009
Blanchardstown - Howth Junction,53.39889111,-6.250711111,Blanchardstown,34,17A,990,6009_990
Blanchardstown - Howth Junction,53.39770528,-6.2464588889999995,Blanchardstown,35,17A,991,990_991
Blanchardstown - Howth Junction,53.39815833,-6.241206944,Blanchardstown,36,17A,992,991_992
Blanchardstown - Howth Junction,53.39740944,-6.232485556,Blanchardstown,37,17A,7044,992_7044
Blanchardstown - Howth Junction,53.3977025,-6.2292252779999995,Blanchardstown,38,17A,993,7044_993
Blanchardstown - Howth Junction,53.39716694,-6.224029167,Blanchardstown,39,17A,5060,993_5060
Blanchardstown - Howth Junction,53.39569639,-6.2248725,Blanchardstown,40,17A,5061,5060_5061
Blanchardstown - Howth Junction,53.39473667,-6.225604167,Blanchardstown,41,17A,1235,5061_1235
Blanchardstown - Howth Junction,53.39345722,-6.2223794439999995,Blanchardstown,42,17A,1251,1235_1251
Blanchardstown - Howth Junction,53.38994583,-6.2243900000000005,Blanchardstown,43,17A,253,1251_253
Blanchardstown - Howth Junction,53.39307278,-6.2206961110000005,Blanchardstown,44,17A,7130,253_7130
Blanchardstown - Howth Junction,53.39267861,-6.2189836110000005,Blanchardstown,45,17A,1237,7130_1237
Blanchardstown - Howth Junction,53.39386389,-6.214693611,Blanchardstown,46,17A,1253,1237_1253
Blanchardstown - Howth Junction,53.39416667,-6.211493056,Blanchardstown,47,17A,997,1253_997
Blanchardstown - Howth Junction,53.39357472,-6.2097886110000005,Blanchardstown,48,17A,998,997_998
Blanchardstown - Howth Junction,53.39224111,-6.205965278,Blanchardstown,49,17A,999,998_999
Blanchardstown - Howth Junction,53.39098306,-6.201808056,Blanchardstown,50,17A,1000,999_1000
Blanchardstown - Howth Junction,53.39008111,-6.199215000000001,Blanchardstown,51,17A,1001,1000_1001
Blanchardstown - Howth Junction,53.38917556,-6.1951936110000005,Blanchardstown,52,17A,1002,1001_1002
Blanchardstown - Howth Junction,53.39029944,-6.191071389,Blanchardstown,53,17A,1003,1002_1003
Blanchardstown - Howth Junction,53.39063806,-6.186140556000001,Blanchardstown,54,17A,1004,1003_1004
Blanchardstown - Howth Junction,53.39095139,-6.181917222,Blanchardstown,55,17A,1005,1004_1005
Blanchardstown - Howth Junction,53.39117028,-6.176825556,Blanchardstown,56,17A,1006,1005_1006
Blanchardstown - Howth Junction,53.39124639,-6.1723866670000005,Blanchardstown,57,17A,1007,1006_1007
Blanchardstown - Howth Junction,53.39112667,-6.166933889,Blanchardstown,58,17A,1008,1007_1008
Blanchardstown - Howth Junction,53.39108917,-6.164484444,Blanchardstown,59,17A,1009,1008_1009
Blanchardstown - Howth Junction,53.39059,-6.158341388999999,Blanchardstown,60,17A,1010,1009_1010
Blanchardstown - Howth Junction,53.39029528,-6.152640556000001,Blanchardstown,61,17A,1012,1010_1012
Howth Junction - Blanchardstown,53.38983167,-6.152901111,Kilbarrack Pde,1,17A,956,start
Howth Junction - Blanchardstown,53.39032111,-6.157811667000001,Kilbarrack Pde,2,17A,957,956_957
Howth Junction - Blanchardstown,53.39091667,-6.163785278,Kilbarrack Pde,3,17A,958,957_958
Howth Junction - Blanchardstown,53.39101833,-6.166908332999999,Kilbarrack Pde,4,17A,959,958_959
Howth Junction - Blanchardstown,53.3911575,-6.171879444,Kilbarrack Pde,5,17A,960,959_960
Howth Junction - Blanchardstown,53.39105694,-6.176454444,Kilbarrack Pde,6,17A,961,960_961
Howth Junction - Blanchardstown,53.390795,-6.182856111,Kilbarrack Pde,7,17A,962,961_962
Howth Junction - Blanchardstown,53.39051028,-6.186596944,Kilbarrack Pde,8,17A,963,962_963
Howth Junction - Blanchardstown,53.39007333,-6.192163611000001,Kilbarrack Pde,9,17A,964,963_964
Howth Junction - Blanchardstown,53.38889,-6.196528889,Kilbarrack Pde,10,17A,965,964_965
Howth Junction - Blanchardstown,53.39121528,-6.202911111000001,Kilbarrack Pde,11,17A,966,965_966
Howth Junction - Blanchardstown,53.39229194,-6.206369167,Kilbarrack Pde,12,17A,967,966_967
Howth Junction - Blanchardstown,53.39375889,-6.210683056000001,Kilbarrack Pde,13,17A,968,967_968
Howth Junction - Blanchardstown,53.39363806,-6.214612777999999,Kilbarrack Pde,14,17A,1252,968_1252
Howth Junction - Blanchardstown,53.39242889,-6.218512777999999,Kilbarrack Pde,15,17A,1228,1252_1228
Howth Junction - Blanchardstown,53.39290722,-6.2204475,Kilbarrack Pde,16,17A,1244,1228_1244
Howth Junction - Blanchardstown,53.39025056,-6.224317222000001,Kilbarrack Pde,17,17A,4597,1244_4597
Howth Junction - Blanchardstown,53.39349333,-6.222979167,Kilbarrack Pde,18,17A,1246,4597_1246
Howth Junction - Blanchardstown,53.39431167,-6.225426389,Kilbarrack Pde,19,17A,1229,1246_1229
Howth Junction - Blanchardstown,53.39570889,-6.2250974999999995,Kilbarrack Pde,20,17A,5174,1229_5174
Howth Junction - Blanchardstown,53.39724167,-6.224221667,Kilbarrack Pde,21,17A,6078,5174_6078
Howth Junction - Blanchardstown,53.39754889,-6.229171388999999,Kilbarrack Pde,22,17A,7112,6078_7112
Howth Junction - Blanchardstown,53.39699611,-6.234923889,Kilbarrack Pde,23,17A,972,7112_972
Howth Junction - Blanchardstown,53.39820778,-6.242723611000001,Kilbarrack Pde,24,17A,973,972_973
Howth Junction - Blanchardstown,53.39785944,-6.247159167,Kilbarrack Pde,25,17A,974,973_974
Howth Junction - Blanchardstown,53.39927972,-6.252680278,Kilbarrack Pde,26,17A,975,974_975
Howth Junction - Blanchardstown,53.40038611,-6.259522777999999,Kilbarrack Pde,27,17A,5055,975_5055
Howth Junction - Blanchardstown,53.40095667,-6.262898333,Kilbarrack Pde,28,17A,976,5055_976
Howth Junction - Blanchardstown,53.39910749999999,-6.263680556000001,Kilbarrack Pde,29,17A,127,976_127
Howth Junction - Blanchardstown,53.39615444,-6.263951111,Kilbarrack Pde,30,17A,112,127_112
Howth Junction - Blanchardstown,53.39226806,-6.263703333,Kilbarrack Pde,31,17A,113,112_113
Howth Junction - Blanchardstown,53.38926778,-6.265689722,Kilbarrack Pde,32,17A,128,113_128
Howth Junction - Blanchardstown,53.38989028,-6.271423056000001,Kilbarrack Pde,33,17A,129,128_129
Howth Junction - Blanchardstown,53.39009194,-6.274181389,Kilbarrack Pde,34,17A,130,129_130
Howth Junction - Blanchardstown,53.39038583,-6.278349167000001,Kilbarrack Pde,35,17A,131,130_131
Howth Junction - Blanchardstown,53.39052083,-6.282719167000001,Kilbarrack Pde,36,17A,132,131_132
Howth Junction - Blanchardstown,53.39006667,-6.290525832999999,Kilbarrack Pde,37,17A,7458,132_7458
Howth Junction - Blanchardstown,53.38995389,-6.297100556,Kilbarrack Pde,38,17A,979,7458_979
Howth Junction - Blanchardstown,53.38980444,-6.303030556,Kilbarrack Pde,39,17A,980,979_980
Howth Junction - Blanchardstown,53.38978083,-6.3070608329999995,Kilbarrack Pde,40,17A,981,980_981
Howth Junction - Blanchardstown,53.389317500000004,-6.313048056,Kilbarrack Pde,41,17A,1576,981_1576
Howth Junction - Blanchardstown,53.38988583,-6.315746944,Kilbarrack Pde,42,17A,1577,1576_1577
Howth Junction - Blanchardstown,53.390384999999995,-6.318012778,Kilbarrack Pde,43,17A,1578,1577_1578
Howth Junction - Blanchardstown,53.39291139,-6.322529167000001,Kilbarrack Pde,44,17A,4364,1578_4364
Howth Junction - Blanchardstown,53.39790333,-6.334333056,Kilbarrack Pde,45,17A,1580,4364_1580
Howth Junction - Blanchardstown,53.39714139,-6.341581111,Kilbarrack Pde,46,17A,7237,1580_7237
Howth Junction - Blanchardstown,53.39774499999999,-6.346865833,Kilbarrack Pde,47,17A,7241,7237_7241
Howth Junction - Blanchardstown,53.398792500000006,-6.351772778,Kilbarrack Pde,48,17A,7247,7241_7247
Howth Junction - Blanchardstown,53.403352500000004,-6.357883332999999,Kilbarrack Pde,49,17A,7243,7247_7243
Howth Junction - Blanchardstown,53.40137694,-6.363238056,Kilbarrack Pde,50,17A,7334,7243_7334
Howth Junction - Blanchardstown,53.39767833,-6.371455277999999,Kilbarrack Pde,51,17A,6274,7334_6274
Howth Junction - Blanchardstown,53.39601111,-6.373759722000001,Kilbarrack Pde,52,17A,1838,6274_1838
Howth Junction - Blanchardstown,53.39308472,-6.377991111,Kilbarrack Pde,53,17A,2338,1838_2338
Howth Junction - Blanchardstown,53.39187361,-6.372218332999999,Kilbarrack Pde,54,17A,2290,2338_2290
Howth Junction - Blanchardstown,53.38955306,-6.370773333,Kilbarrack Pde,55,17A,6179,2290_6179
Howth Junction - Blanchardstown,53.38801639,-6.370786944,Kilbarrack Pde,56,17A,7297,6179_7297
Howth Junction - Blanchardstown,53.38601861,-6.370607499999999,Kilbarrack Pde,57,17A,7389,7297_7389
Howth Junction - Blanchardstown,53.39399111,-6.391835277999999,Kilbarrack Pde,58,17A,7025,7389_7025
Blackrock Station - Rialto,53.29240639,-6.245644722000001,Dundrum Road,1,17D,2825,start
Blackrock Station - Rialto,53.293997499999996,-6.249944999999999,Dundrum Road,2,17D,2867,2825_2867
Blackrock Station - Rialto,53.29510361,-6.256125556000001,Dundrum Road,3,17D,1035,2867_1035
Blackrock Station - Rialto,53.29422667,-6.258231667,Dundrum Road,4,17D,1314,1035_1314
Blackrock Station - Rialto,53.29302083,-6.261820833,Dundrum Road,5,17D,1316,1314_1316
Blackrock Station - Rialto,53.29216611,-6.264240833,Dundrum Road,6,17D,1315,1316_1315
Blackrock Station - Rialto,53.29193472,-6.269965556,Dundrum Road,7,17D,1317,1315_1317
Blackrock Station - Rialto,53.292535,-6.2723113889999995,Dundrum Road,8,17D,1318,1317_1318
Blackrock Station - Rialto,53.29371028,-6.275879444,Dundrum Road,9,17D,1319,1318_1319
Blackrock Station - Rialto,53.29421222,-6.278274444,Dundrum Road,10,17D,1281,1319_1281
Blackrock Station - Rialto,53.29496694,-6.2819944439999995,Dundrum Road,11,17D,1329,1281_1329
Blackrock Station - Rialto,53.29619111,-6.283985556,Dundrum Road,12,17D,1330,1329_1330
Blackrock Station - Rialto,53.29851917,-6.2846275,Dundrum Road,13,17D,1331,1330_1331
Blackrock Station - Rialto,53.30075806,-6.284057499999999,Dundrum Road,14,17D,1332,1331_1332
Blackrock Station - Rialto,53.30310389,-6.284053611,Dundrum Road,15,17D,1333,1332_1333
Blackrock Station - Rialto,53.30484806,-6.283458333,Dundrum Road,16,17D,1334,1333_1334
Blackrock Station - Rialto,53.30741750000001,-6.2840005560000005,Dundrum Road,17,17D,1335,1334_1335
Blackrock Station - Rialto,53.30890083,-6.284031111,Dundrum Road,18,17D,1336,1335_1336
Blackrock Station - Rialto,53.30966944,-6.285606111,Dundrum Road,19,17D,1086,1336_1086
Blackrock Station - Rialto,53.310334999999995,-6.2893913889999995,Dundrum Road,20,17D,1087,1086_1087
Blackrock Station - Rialto,53.31097361,-6.2931775000000005,Dundrum Road,21,17D,1088,1087_1088
Blackrock Station - Rialto,53.31165556,-6.297502777999999,Dundrum Road,22,17D,1089,1088_1089
Blackrock Station - Rialto,53.31210389,-6.300576389,Dundrum Road,23,17D,1090,1089_1090
Blackrock Station - Rialto,53.31286583,-6.305483889,Dundrum Road,24,17D,2413,1090_2413
Blackrock Station - Rialto,53.31407444,-6.3108541670000005,Dundrum Road,25,17D,2414,2413_2414
Blackrock Station - Rialto,53.31505667,-6.313576943999999,Dundrum Road,26,17D,2415,2414_2415
Blackrock Station - Rialto,53.31685444,-6.316763056,Dundrum Road,27,17D,2327,2415_2327
Blackrock Station - Rialto,53.31948111,-6.313102222,Dundrum Road,28,17D,2464,2327_2464
Blackrock Station - Rialto,53.31998833,-6.308939167,Dundrum Road,29,17D,2465,2464_2465
Blackrock Station - Rialto,53.32065417,-6.306451111,Dundrum Road,30,17D,2466,2465_2466
Blackrock Station - Rialto,53.32177861,-6.303989722000001,Dundrum Road,31,17D,3360,2466_3360
Blackrock Station - Rialto,53.32249111,-6.301619722000001,Dundrum Road,32,17D,1392,3360_1392
Blackrock Station - Rialto,53.32374306,-6.296766111,Dundrum Road,33,17D,1394,1392_1394
Blackrock Station - Rialto,53.32473389,-6.296291388999999,Dundrum Road,34,17D,1395,1394_1395
Blackrock Station - Rialto,53.32623972,-6.297252222000001,Dundrum Road,35,17D,3361,1395_3361
Blackrock Station - Rialto,53.32743694,-6.298015277999999,Dundrum Road,36,17D,3362,3361_3362
Blackrock Station - Rialto,53.330884999999995,-6.296511667000001,Dundrum Road,37,17D,1436,3362_1436
Blackrock Station - Rialto,53.33168389,-6.2945580560000005,Dundrum Road,38,17D,3952,1436_3952
Blackrock Station - Rialto,53.33277056,-6.292607778,Dundrum Road,39,17D,2190,3952_2190
Blackrock Station - Rialto,53.33515,-6.294314722,Dundrum Road,40,17D,1366,2190_1366
Blackrock Station - Rialto,53.33563944,-6.2964875,Dundrum Road,41,17D,1367,1366_1367
Rialto - Blackrock Station,53.33564111,-6.295976667000001,South Circular Road,1,17D,1380,start
Rialto - Blackrock Station,53.33512361,-6.2937449999999995,South Circular Road,2,17D,1381,1380_1381
Rialto - Blackrock Station,53.33315306,-6.2916913889999995,South Circular Road,3,17D,1406,1381_1406
Rialto - Blackrock Station,53.33153861,-6.294443611,South Circular Road,4,17D,1407,1406_1407
Rialto - Blackrock Station,53.33036667,-6.297358056,South Circular Road,5,17D,1409,1407_1409
Rialto - Blackrock Station,53.32774167,-6.297958056000001,South Circular Road,6,17D,3353,1409_3353
Rialto - Blackrock Station,53.32639944,-6.297110833,South Circular Road,7,17D,3354,3353_3354
Rialto - Blackrock Station,53.32548222,-6.297717777999999,South Circular Road,8,17D,3355,3354_3355
Rialto - Blackrock Station,53.32485167,-6.300760277999999,South Circular Road,9,17D,3356,3355_3356
Rialto - Blackrock Station,53.32362472,-6.299818332999999,South Circular Road,10,17D,1400,3356_1400
Rialto - Blackrock Station,53.32282222,-6.298364167000001,South Circular Road,11,17D,1391,1400_1391
Rialto - Blackrock Station,53.32197389,-6.301910556,South Circular Road,12,17D,3357,1391_3357
Rialto - Blackrock Station,53.32113222,-6.3034,South Circular Road,13,17D,3358,3357_3358
Rialto - Blackrock Station,53.32098528,-6.305071944,South Circular Road,14,17D,2449,3358_2449
Rialto - Blackrock Station,53.32023111,-6.3076688889999994,South Circular Road,15,17D,2450,2449_2450
Rialto - Blackrock Station,53.31916583,-6.314315556,South Circular Road,16,17D,2451,2450_2451
Rialto - Blackrock Station,53.31602667,-6.316060277999999,South Circular Road,17,17D,2434,2451_2434
Rialto - Blackrock Station,53.31426917,-6.311266667000001,South Circular Road,18,17D,2435,2434_2435
Rialto - Blackrock Station,53.31370583,-6.3089474999999995,South Circular Road,19,17D,2436,2435_2436
Rialto - Blackrock Station,53.31268889,-6.302519167000001,South Circular Road,20,17D,2437,2436_2437
Rialto - Blackrock Station,53.31189056,-6.298228611,South Circular Road,21,17D,1117,2437_1117
Rialto - Blackrock Station,53.31136694,-6.294917777999999,South Circular Road,22,17D,1118,1117_1118
Rialto - Blackrock Station,53.31093556,-6.292413889,South Circular Road,23,17D,1119,1118_1119
Rialto - Blackrock Station,53.31019806,-6.287986111,South Circular Road,24,17D,1120,1119_1120
Rialto - Blackrock Station,53.30839583,-6.2839013889999995,South Circular Road,25,17D,1299,1120_1299
Rialto - Blackrock Station,53.30615083,-6.283421111,South Circular Road,26,17D,1300,1299_1300
Rialto - Blackrock Station,53.30389583,-6.2834966670000005,South Circular Road,27,17D,1301,1300_1301
Rialto - Blackrock Station,53.30166278,-6.283841389,South Circular Road,28,17D,1302,1301_1302
Rialto - Blackrock Station,53.29934222,-6.283739167,South Circular Road,29,17D,1303,1302_1303
Rialto - Blackrock Station,53.29817667,-6.284551111,South Circular Road,30,17D,1304,1303_1304
Rialto - Blackrock Station,53.29616972,-6.283746389,South Circular Road,31,17D,1305,1304_1305
Rialto - Blackrock Station,53.29465806,-6.279891667,South Circular Road,32,17D,1306,1305_1306
Rialto - Blackrock Station,53.29420278,-6.277629722,South Circular Road,33,17D,1307,1306_1307
